Familia	Especie	Categoría	Criterios	Fecha_evaluación	Fecha_publicación	Iniciativa	Estado
Melastomataceae	Blakea calyptrata	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea castanedae	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea clusiifolia	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea cuatrecasasii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea cuprina	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea discolor	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea fissicalyx	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea glaberrima	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea glabrescens	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea granatensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea holtonii	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea inflata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea jativae	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea killipii	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea latifolia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea longipes	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea megaphylla	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea muricata	CR	B2ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea nodosa	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea paleacea	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea platypoda	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea podagrica	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea princeps	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea punctulata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea pyxidanthus	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea quadrangularis	LC		2018	2018	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Melastomataceae	Blakea schultzei	VU	B1ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea setosa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea squamigera	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea stipulacea	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea subbarbata	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea subscabrula	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Blakea superba	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea trianae	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Blakea vallensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Boyania colombiana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Melastomataceae	Brachyotum lymphatum	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Brachyotum sertulatum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Brachyotum strigosum	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Brachyotum uribei	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Bucquetia glutinosa	LC		2018	2018	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Melastomataceae	Centronia vaupesana	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Chaetogastra grossa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Chaetogastra kingii	LC		2020	en proceso	LR GEPC - Endemicas Identificacion LC - Instituto Humbodlt	en proceso
Melastomataceae	Chaetolepis loricarella	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Chaetolepis santamartensis	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Chalybea corymbifera	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Chalybea kirkbridei	EN	B1ab(iii)	2019	2019	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Chalybea macrocarpa	EN	B1ab(iii)	2019	2019	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Chalybea minor	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Chalybea mutisiana	EN	B1ab(iii)	2019	2019	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Chalybea occidentalis	EN	B1ab(iii)	2019	2019	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Chalybea penduliflora	LC		2019	2019	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Clidemia caudata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Conostegia apiculata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Conostegia ecuadorensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Conostegia rubiginosa	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Ernestia karuruana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Melastomataceae	Graffenrieda colombiana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Graffenrieda grandifolia	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Graffenrieda maklenkensis	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Graffenrieda scandens	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Henriettea goudotiana	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Henriettea maguirei	VU	B1ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Killipia imbricata	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Killipia pedunculata	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Kirkbridea pentamera	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Kirkbridea tetramera	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Leandra cuatrecasasii	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Macairea sulcata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania acostae	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania aguaditensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania albertiae	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania antioquiensis	VU	B1ab(iii,iv)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania arborea	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania arizae	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania barbosae	EN	B1ab(iii,iv)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania candollei	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania colombiana	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania drakei	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania fantastica	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania heptamera	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania hernandoi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania huilensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania lindenii	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania maxima	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania mutabilis	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania mutisii	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania nobilis	LC		2018	2018	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Melastomataceae	Meriania pallida	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania pastazana	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania peltata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania phlomoides	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania quintuplinervis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania silverstonei	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania speciosa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Meriania splendens	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania tolimana	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania trianae	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania tuberculata	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania umbellata	EN	B2ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania versicolor	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Meriania yalconensis	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia acanthocoryne	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia acuminifera	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia acutipetala	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia aenigmatica	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia aggregata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia aguirrei	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia anchicayensis	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia annulata	VU	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia antioquiensis	EN	B2ab(iii)	2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Miconia archeri	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia asperrima	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia bella	VU	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia biappendiculata	LC		2018	2020	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Melastomataceae	Miconia bipatrialis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia blakeifolia	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia brachycalyx	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia bracteolata	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia brigittei	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia caucana	EN	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia chlorocarpa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia cladonia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia clathrantha	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia cleefii	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Miconia codonostigma	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia cornifera	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia coronata	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia coronifera	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia cundinamarcensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia curvitheca	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Miconia daironii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Melastomataceae	Miconia decipiens	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia discoidea	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Melastomataceae	Miconia divergens	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia extinctoria	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia filamentosa	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia gentryi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia gibba	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia gleasoniana	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia grandiflora	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia hadrophylla	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia harlingii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia henripittieri	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia idroboi	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia ingens	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia jentaculorum	CR	B2ab(iii)	2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Miconia laetivirens	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia lasiocalyx	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia ligustrina	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia lorenaensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia lugonis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia macrantha	CR	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia majalis	VU	B2ab(iii,iv)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia mcphersonii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia megalantha	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia miocarpa	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia notabilis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia ochracea	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia orcheotoma	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia oreogena	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Miconia orescia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia pachydonta	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia parvifolia	VU	B1+2ab(iii)	2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Melastomataceae	Miconia paspaloides	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia pastoensis	VU	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia pergamentacea	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia phaeochaeta	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia phanerostila	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Melastomataceae	Miconia piperifolia	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia plena	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Melastomataceae	Miconia plethorica	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
