Familia	Especie	Categoría	Criterios	Fecha_evaluación	Fecha_publicación	Iniciativa	Estado
Araceae	Anthurium acanthospadix	LC		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium acutibacca	LC		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium alatum	LC		2020	en proceso	LR GEPC - Endemicas Identificacion LC - Instituto Humbodlt	en proceso
Araceae	Anthurium antioquiense	LC		2020	en proceso	LR GEPC - Endemicas Identificacion LC - Instituto Humbodlt	en proceso
Araceae	Anthurium atramentarium	NT		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium barbacoasense	EN	B2ab(iii)	2008	2013	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium bogotense	LC		2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium caucavallense	NT		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium cupreum	LC		2020	en proceso	LR GEPC - Endemicas Identificacion LC - Instituto Humbodlt	en proceso
Araceae	Anthurium debilis	LC		2015	2016	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium fontoides	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Anthurium forgetii	EN	B1a,B1bii,B2a,B2biii	2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium giraldoi	VU	B1a,B1bii,B2a,B2biii	2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium glaucospadix	LC		2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium hodgei	LC		2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium hygrophilum	LC		2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium infectorium	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Anthurium macarenense	LC		2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium magnificum	NT		2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium metallicum	EN	B2a,B2biii	2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium nanum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Anthurium pedatum	NT		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium promininerve	LC		2008	2013	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium recavum	VU	B1a,B1bii,B2a,B2biii	2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium riparium	NT		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium salgarense	NT		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium splendidum	EN	B1ab(iii)	2008	2013	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Anthurium stipitatum	LC		2020	en proceso	LR GEPC - Endemicas Identificacion LC - Instituto Humbodlt	en proceso
Araceae	Anthurium tikunorum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Anthurium vaupesianum	LC		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium warocqueanum	LC		2020	en proceso	LR GEPC - Endemicas Identificacion LC - Instituto Humbodlt	en proceso
Araceae	Anthurium yarumalense	NT		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Anthurium zuluagae	VU	B1ab(iii)	2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Chlorospatha hastifolia	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Philodendron craspedodromum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Philodendron gloriosum	VU	B1ab(iii)	2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Philodendron laticiferum	EN	B1a,B1bii,B2a,B2biii	2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Philodendron leyvae	VU	B1ab(iii)	2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Philodendron longipes	LC		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Philodendron montanum	VU	B1a,B1bii,B1biv,B2a,B2biii,B2biv	2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Philodendron patriciae	VU	B1a,B1bii,B2a,B2biii	2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Philodendron polliciforme	LC		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Philodendron pusillum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Stenospermation monsalveae	LC		2023	en proceso	LR GEPC - Epifitas - Jardin Botanico Medellin, Instituto Humboldt, GBIF	en proceso
Araceae	Urospatha antisylleptica	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Urospatha somnolenta	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Amazonia - SINCHI, Universidad de Antioquia	en proceso
Araceae	Xanthosoma guttatum	EN	B2ab(iii)	2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Xanthosoma hebetatum	EN	B2ab(iii)	2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Xanthosoma narinoense	CR	B1ab(iii)+2ab(iii)	2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araceae	Xanthosoma paradoxum	DD		2018	2019	Lista Roja Global - Especie endemica de Colombia	Publicada (UICN)
Araliaceae	Dendropanax alberti-smithii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Dendropanax amplifolius	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Dendropanax dariensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Dendropanax glaberrimus	CR	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Dendropanax lehmannii	VU	B1ab(iii,iv)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Dendropanax macrocarpus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Dendropanax macrophyllus	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Dendropanax pachypodus	EN	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Didymopanax confusus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Hydrocotyle andina	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Araliaceae	Hydrocotyle lehmannii	en proceso	en proceso	en proceso	en proceso	LR GEPC - Endemicas Paramo - Universidad de Antioquia	en proceso
Araliaceae	Oreopanax acerifolius	EN	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax albanensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax anchicayanus	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax angularis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax argentatus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax bogotensis	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax brachystachyus	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax brunneus	VU	B1ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax bullosus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax cecropifolius	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax cheirophyllus	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax coriaceus	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax crassinervius	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax crataegodorus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax cyclophyllus	CR	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax diguensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax ellsworthii	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax epificus	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax farallonensis	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax fontqueranus	EN	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax gargantae	CR	B2ab(iii,iv)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax glabrifolius	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax hedraeostrobilus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax hypargyreus	CR	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax integrifolius	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax jatrophifolius	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax killipii	CR	B1ab(iii)+2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax lawrancei	CR	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax lindenii	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax microflorus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax mutisianus	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Araliaceae	Oreopanax niger	CR	B2ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax obtusilobus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax palamophyllus	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Oreopanax pallidus	NT		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax parviflorus	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax pes-ursi	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax platanifolius	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax ruizanus	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax santanderianus	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax schultzei	LC		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax sectifolius	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax sucrensis	CR	B2ab(iii)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax tolimanus	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax trianae	VU	B1ab(iii,iv)	2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax turbacensis	DD		2020	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Oreopanax velutinus	CR	B2ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum awa	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum bifurcatum	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum blepharidophyllum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum bogotense	LC		2019	2022	LR GEPC - Endemicas Paramo - Universidad ICESI, Instituto Humboldt	Publicada (UICN + SIB)
Araliaceae	Sciodaphyllum calycinum	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum calyptricuspidatum	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum chococolum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum connatum	EN	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum digynum	EN	B1ab(iii,iv)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum diplodactylum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum elachistocephalum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum ferrugineum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum heterotrichum	VU	B1ab(iii)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum humboldtianum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum lancifoliolatum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum lasiogyne	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum magnifolium	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum manus-dei	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum marginatum	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum minutiflorum	en proceso	en proceso	en proceso	en proceso	LR GEPC - Arboles - Universidad de Antioquia, Global Tree Assessment BGCI	en proceso
Araliaceae	Sciodaphyllum munchiquense	LC		2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
Araliaceae	Sciodaphyllum paniculitomentosum	VU	B1ab(iii,iv)	2019	2020	LR GEPC - Endemicas Arboles - Universidad de Antoquia, Global Tree Assessment BGCI	Publicada (UICN)
